order_id,user_id,age,city,order_time,day_type,cuisine,meal_type,restaurant_type,order_value,discount_applied,delivery_fee,time_taken_to_order,rating_given,is_repeat_order,mood,hunger_level,company,rainy_weather
49136,1904,43,Delhi,Night,Weekend,South Indian,Snacks,Premium,616,Yes,37,8,3,Yes,Happy,Low,Friends,No
49137,1858,20,Chandigarh,Evening,Weekday,North Indian,Dinner,Budget,136,No,32,8,4,Yes,Lazy,Medium,Family,No
49138,1371,19,Chandigarh,Afternoon,Weekday,Biryani,Lunch,Budget,459,No,20,7,2,No,Lazy,High,Family,Yes
49139,3206,27,Mumbai,Morning,Weekday,Desserts,Breakfast,Premium,561,No,66,9,2,No,Stressed,Medium,Alone,No
49140,4992,41,Pune,Evening,Weekend,Biryani,Dinner,Premium,999,No,81,8,2,No,Stressed,Low,Friends,No
49141,3179,29,Bangalore,Afternoon,Weekday,Chinese,Dinner,Budget,306,No,27,1,5,No,Lazy,High,Alone,No
49142,2549,44,Chandigarh,Afternoon,Weekday,South Indian,Dinner,Mid-range,404,Yes,85,14,1,No,Lazy,Medium,Friends,Yes
49143,1296,21,Bangalore,Night,Weekend,North Indian,Dinner,Mid-range,528,No,52,11,3,No,Lazy,Low,Alone,No
49144,1134,19,Hyderabad,Afternoon,Weekend,Desserts,Dinner,Budget,577,Yes,42,6,3,No,Happy,Medium,Partner,No
49145,1292,23,Hyderabad,Morning,Weekend,Fast Food,Snacks,Budget,706,Yes,43,5,5,Yes,Celebrating,High,Alone,No
49146,4804,29,Mumbai,Afternoon,Weekday,North Indian,Breakfast,Budget,130,No,40,3,4,Yes,Lazy,High,Partner,No
49147,1771,30,Mumbai,Evening,Weekday,North Indian,Dinner,Budget,148,Yes,20,10,5,Yes,Celebrating,Low,Partner,No
49148,1714,31,Pune,Evening,Weekend,North Indian,Lunch,Mid-range,851,Yes,44,6,4,Yes,Stressed,High,Family,No
49149,2422,27,Delhi,Afternoon,Weekday,Desserts,Dinner,Mid-range,426,No,48,6,4,Yes,Celebrating,High,Friends,No
49150,4006,39,Bangalore,Afternoon,Weekday,Desserts,Dinner,Mid-range,670,Yes,46,8,4,No,Happy,High,Partner,No
49151,3411,34,Chandigarh,Morning,Weekday,Desserts,Snacks,Premium,768,Yes,89,13,2,Yes,Happy,Low,Partner,Yes
49152,2649,44,Delhi,Night,Weekday,Biryani,Dinner,Budget,546,No,20,8,1,No,Stressed,High,Family,No
49153,1214,29,Hyderabad,Afternoon,Weekend,North Indian,Dinner,Premium,810,No,82,7,2,No,Happy,High,Alone,No
49154,4265,27,Hyderabad,Night,Weekend,Biryani,Dinner,Mid-range,383,No,99,11,1,No,Stressed,Medium,Family,Yes
49155,4813,22,Bangalore,Night,Weekday,North Indian,Dinner,Budget,606,No,26,7,3,Yes,Stressed,Medium,Partner,No
49156,3683,43,Bangalore,Afternoon,Weekday,South Indian,Dinner,Premium,500,Yes,92,4,4,Yes,Lazy,Medium,Alone,No
49157,4749,28,Delhi,Evening,Weekend,North Indian,Snacks,Premium,999,No,71,11,2,No,Celebrating,Medium,Family,No
49158,1117,22,Delhi,Evening,Weekend,Fast Food,Lunch,Premium,999,No,63,10,2,No,Happy,Low,Family,No
49159,4704,20,Pune,Night,Weekday,Biryani,Lunch,Premium,673,No,67,8,2,No,Stressed,Medium,Friends,No
49160,4527,36,Chandigarh,Evening,Weekday,Desserts,Breakfast,Mid-range,551,No,80,8,2,No,Celebrating,High,Alone,Yes
49161,2297,21,Chandigarh,Evening,Weekend,South Indian,Dinner,Premium,877,No,66,12,2,No,Happy,Medium,Partner,No
49162,1365,42,Chandigarh,Evening,Weekday,Biryani,Breakfast,Premium,862,No,58,4,4,Yes,Happy,High,Partner,No
49163,3399,25,Hyderabad,Afternoon,Weekend,South Indian,Snacks,Budget,430,No,20,3,4,No,Happy,Medium,Partner,No
49164,1907,25,Hyderabad,Afternoon,Weekday,Chinese,Snacks,Premium,507,Yes,69,9,3,Yes,Lazy,Low,Partner,Yes
49165,3172,22,Delhi,Evening,Weekday,Desserts,Breakfast,Premium,993,No,76,10,2,No,Happy,Low,Partner,No
49166,4434,37,Pune,Morning,Weekend,North Indian,Lunch,Premium,639,No,66,8,3,No,Happy,Low,Friends,No
49167,4796,24,Mumbai,Afternoon,Weekend,Biryani,Lunch,Mid-range,564,No,62,11,1,No,Happy,Medium,Friends,Yes
49168,1612,39,Pune,Evening,Weekend,Chinese,Dinner,Budget,702,Yes,24,2,4,Yes,Lazy,High,Friends,No
49169,3900,35,Hyderabad,Night,Weekday,Fast Food,Lunch,Mid-range,463,Yes,74,9,2,No,Happy,Medium,Alone,No
49170,3397,40,Delhi,Night,Weekday,Fast Food,Snacks,Budget,378,No,20,10,2,No,Stressed,High,Alone,No
49171,1438,22,Pune,Night,Weekday,South Indian,Lunch,Mid-range,489,No,66,6,2,No,Stressed,Low,Friends,No
49172,3922,35,Delhi,Evening,Weekend,Fast Food,Dinner,Budget,790,Yes,32,10,2,No,Lazy,High,Partner,Yes
49173,3329,32,Bangalore,Night,Weekday,Biryani,Lunch,Premium,999,No,80,13,2,No,Lazy,Medium,Alone,No
49174,4139,33,Bangalore,Evening,Weekend,North Indian,Lunch,Mid-range,680,No,59,10,2,No,Lazy,High,Friends,No
49175,2406,25,Mumbai,Evening,Weekday,Desserts,Dinner,Premium,999,No,81,10,2,No,Celebrating,Medium,Friends,No
49176,3914,37,Hyderabad,Afternoon,Weekday,Fast Food,Dinner,Budget,506,No,25,8,2,No,Stressed,Medium,Alone,No
49177,1524,33,Bangalore,Night,Weekday,Biryani,Lunch,Premium,999,No,83,10,2,No,Stressed,High,Friends,No
49178,2107,25,Mumbai,Evening,Weekday,North Indian,Dinner,Premium,597,Yes,81,13,2,No,Lazy,Medium,Alone,No
49179,2458,38,Chandigarh,Evening,Weekend,Chinese,Snacks,Mid-range,301,No,44,14,2,Yes,Happy,High,Family,Yes
49180,3347,27,Delhi,Morning,Weekend,Fast Food,Dinner,Mid-range,602,No,40,9,2,No,Stressed,Medium,Friends,No
49181,3908,31,Chandigarh,Evening,Weekend,Biryani,Dinner,Mid-range,731,No,42,2,4,No,Happy,High,Partner,No
49182,4406,21,Chandigarh,Night,Weekend,North Indian,Snacks,Premium,436,No,70,12,1,No,Lazy,Low,Friends,No
49183,4956,29,Mumbai,Night,Weekday,Chinese,Breakfast,Premium,999,No,66,11,1,Yes,Stressed,High,Friends,Yes
49184,1923,32,Delhi,Night,Weekday,South Indian,Lunch,Mid-range,763,No,46,10,3,Yes,Happy,High,Alone,No
49185,4187,30,Mumbai,Afternoon,Weekend,Biryani,Dinner,Premium,596,No,83,12,1,No,Stressed,High,Friends,Yes
49186,4268,33,Pune,Morning,Weekend,Biryani,Dinner,Premium,846,No,73,8,1,No,Lazy,High,Friends,No
49187,1658,43,Chandigarh,Afternoon,Weekend,Chinese,Dinner,Budget,350,No,54,6,3,No,Lazy,Medium,Family,No
49188,4394,42,Delhi,Afternoon,Weekday,Chinese,Dinner,Mid-range,641,Yes,53,7,4,Yes,Stressed,High,Alone,No
49189,4180,34,Chandigarh,Afternoon,Weekday,Desserts,Dinner,Budget,193,No,41,7,2,No,Stressed,Medium,Family,No
49190,1271,26,Pune,Evening,Weekday,Chinese,Dinner,Budget,411,No,20,13,2,No,Celebrating,Medium,Partner,Yes
49191,2931,24,Hyderabad,Afternoon,Weekday,Biryani,Dinner,Mid-range,642,Yes,50,10,1,Yes,Stressed,Low,Family,Yes
49192,1554,22,Pune,Night,Weekday,Desserts,Dinner,Premium,810,Yes,90,14,2,Yes,Lazy,Medium,Family,No
49193,2970,29,Hyderabad,Night,Weekday,Fast Food,Snacks,Mid-range,718,No,80,14,2,No,Lazy,Low,Alone,Yes
49194,3755,30,Delhi,Afternoon,Weekday,South Indian,Dinner,Premium,472,Yes,56,12,3,Yes,Lazy,High,Friends,No
49195,1033,39,Delhi,Evening,Weekday,South Indian,Lunch,Mid-range,915,Yes,58,8,5,Yes,Celebrating,High,Alone,No
49196,1978,21,Pune,Evening,Weekday,Biryani,Breakfast,Budget,720,No,20,1,5,No,Happy,High,Friends,No
49197,4673,43,Chandigarh,Afternoon,Weekday,Desserts,Dinner,Mid-range,797,No,50,5,3,Yes,Happy,High,Partner,No
49198,4071,37,Bangalore,Night,Weekday,South Indian,Lunch,Mid-range,738,Yes,42,5,4,Yes,Stressed,Low,Partner,No
49199,3801,30,Chandigarh,Afternoon,Weekend,North Indian,Lunch,Budget,452,Yes,42,4,2,Yes,Lazy,High,Partner,No
49200,2873,24,Bangalore,Evening,Weekday,Chinese,Snacks,Premium,730,No,93,14,2,Yes,Happy,Medium,Alone,Yes
49201,2651,29,Mumbai,Afternoon,Weekend,Biryani,Lunch,Budget,746,No,40,7,5,Yes,Happy,High,Alone,No
49202,3682,32,Delhi,Night,Weekend,Chinese,Lunch,Premium,989,Yes,57,14,4,Yes,Happy,Medium,Friends,No
49203,4001,33,Pune,Evening,Weekday,Desserts,Snacks,Budget,100,Yes,41,6,4,No,Lazy,Medium,Family,Yes
49204,4686,29,Mumbai,Night,Weekday,South Indian,Lunch,Budget,100,Yes,66,11,1,No,Lazy,Medium,Partner,Yes
49205,4968,33,Chandigarh,Afternoon,Weekday,Chinese,Dinner,Mid-range,925,No,73,12,2,No,Lazy,High,Friends,Yes
49206,3133,26,Bangalore,Morning,Weekend,North Indian,Dinner,Budget,309,Yes,28,3,4,Yes,Stressed,Low,Alone,No
49207,1650,23,Hyderabad,Afternoon,Weekend,Desserts,Snacks,Mid-range,455,No,81,7,1,No,Stressed,Medium,Partner,No
49208,1270,18,Delhi,Night,Weekday,Fast Food,Dinner,Mid-range,465,No,89,13,1,No,Stressed,High,Alone,Yes
49209,3272,36,Bangalore,Afternoon,Weekday,North Indian,Dinner,Mid-range,716,Yes,48,13,2,Yes,Stressed,Medium,Friends,No
49210,3858,32,Chandigarh,Afternoon,Weekday,Chinese,Lunch,Premium,630,No,51,10,2,No,Stressed,Medium,Family,No
49211,3769,26,Chandigarh,Evening,Weekday,Fast Food,Snacks,Mid-range,568,Yes,59,9,2,No,Stressed,Low,Alone,Yes
49212,3470,42,Pune,Afternoon,Weekend,Desserts,Snacks,Mid-range,896,Yes,53,7,3,No,Stressed,Medium,Partner,No
49213,2629,19,Mumbai,Night,Weekday,South Indian,Lunch,Budget,463,No,20,4,5,No,Happy,High,Friends,No
49214,4396,44,Delhi,Afternoon,Weekend,Chinese,Lunch,Mid-range,120,Yes,73,9,3,No,Lazy,Low,Partner,Yes
49215,2698,32,Pune,Evening,Weekend,South Indian,Snacks,Budget,253,No,28,8,4,Yes,Happy,Medium,Partner,Yes
49216,4398,33,Bangalore,Evening,Weekday,Desserts,Lunch,Mid-range,804,Yes,82,2,4,Yes,Celebrating,High,Partner,No
49217,3555,25,Mumbai,Afternoon,Weekday,Chinese,Breakfast,Premium,904,No,68,9,1,No,Stressed,High,Friends,No
49218,2699,39,Delhi,Afternoon,Weekday,Chinese,Dinner,Premium,999,Yes,99,9,5,No,Celebrating,Low,Alone,Yes
49219,3438,22,Bangalore,Evening,Weekday,North Indian,Dinner,Mid-range,877,Yes,40,3,5,No,Celebrating,Medium,Alone,No
49220,4521,41,Delhi,Afternoon,Weekday,Fast Food,Snacks,Mid-range,692,Yes,43,4,5,Yes,Happy,Medium,Friends,No
49221,2594,24,Delhi,Afternoon,Weekend,Desserts,Snacks,Budget,423,Yes,20,5,3,Yes,Celebrating,Medium,Alone,No
49222,3328,37,Hyderabad,Morning,Weekday,Desserts,Dinner,Mid-range,196,Yes,25,11,2,No,Stressed,Low,Partner,No
49223,3256,28,Hyderabad,Night,Weekday,Chinese,Lunch,Mid-range,933,No,39,4,5,Yes,Happy,Low,Friends,No
49224,3730,28,Mumbai,Morning,Weekday,Desserts,Lunch,Mid-range,377,No,57,10,1,No,Lazy,High,Partner,Yes
49225,4823,23,Hyderabad,Night,Weekday,Biryani,Lunch,Mid-range,441,Yes,27,12,4,No,Happy,Medium,Partner,No
49226,2646,37,Bangalore,Morning,Weekday,North Indian,Breakfast,Budget,512,No,49,3,4,No,Happy,High,Friends,No
49227,3630,42,Hyderabad,Night,Weekend,Desserts,Dinner,Premium,703,No,61,12,2,Yes,Happy,Low,Friends,No
49228,4332,42,Pune,Evening,Weekday,Chinese,Breakfast,Premium,758,Yes,76,7,3,No,Lazy,Medium,Partner,No
49229,2574,28,Pune,Evening,Weekend,Chinese,Dinner,Premium,531,No,62,14,3,Yes,Happy,High,Alone,No
49230,2807,38,Pune,Morning,Weekday,Fast Food,Lunch,Budget,458,No,29,1,4,No,Celebrating,High,Partner,No
49231,1587,42,Delhi,Afternoon,Weekday,Chinese,Breakfast,Mid-range,779,No,49,11,2,No,Lazy,High,Family,No
49232,1562,28,Chandigarh,Evening,Weekday,South Indian,Snacks,Mid-range,401,Yes,68,11,3,No,Stressed,Low,Partner,No
49233,2627,31,Mumbai,Evening,Weekday,Chinese,Snacks,Budget,891,Yes,36,10,3,No,Celebrating,High,Alone,No
49234,3744,34,Pune,Evening,Weekday,Desserts,Lunch,Mid-range,398,Yes,71,9,3,No,Stressed,Medium,Alone,Yes
49235,1124,42,Mumbai,Morning,Weekday,Chinese,Snacks,Budget,454,Yes,57,1,5,No,Happy,Low,Partner,Yes
49236,4290,44,Hyderabad,Evening,Weekday,Chinese,Breakfast,Mid-range,659,Yes,72,4,5,Yes,Happy,Medium,Family,No
49237,2767,40,Delhi,Evening,Weekend,South Indian,Dinner,Mid-range,430,No,50,6,3,No,Lazy,Medium,Alone,No
49238,1942,35,Mumbai,Morning,Weekday,North Indian,Snacks,Premium,999,No,74,13,1,No,Celebrating,High,Friends,Yes
49239,3642,30,Pune,Night,Weekday,Biryani,Dinner,Mid-range,848,Yes,43,12,3,No,Lazy,Medium,Alone,No
49240,2095,29,Pune,Night,Weekday,North Indian,Snacks,Mid-range,599,Yes,57,14,2,No,Happy,Medium,Partner,Yes
49241,1384,27,Delhi,Afternoon,Weekday,South Indian,Dinner,Budget,795,No,33,2,4,No,Celebrating,Low,Partner,No
49242,4838,20,Delhi,Evening,Weekday,Desserts,Lunch,Premium,661,No,99,8,2,Yes,Lazy,High,Friends,No
49243,3455,34,Bangalore,Evening,Weekend,North Indian,Snacks,Budget,430,Yes,35,8,4,Yes,Celebrating,Low,Friends,No
49244,1928,23,Delhi,Morning,Weekday,North Indian,Dinner,Budget,369,No,32,1,3,No,Happy,High,Alone,No
49245,3586,30,Chandigarh,Evening,Weekday,North Indian,Lunch,Budget,825,No,24,4,3,No,Happy,Medium,Family,No
49246,1805,27,Chandigarh,Afternoon,Weekend,South Indian,Lunch,Budget,179,No,44,8,3,Yes,Celebrating,High,Family,Yes
49247,1687,41,Pune,Afternoon,Weekday,Biryani,Dinner,Budget,614,Yes,28,5,2,No,Stressed,High,Friends,No
49248,2924,20,Hyderabad,Night,Weekend,Chinese,Lunch,Premium,999,Yes,61,14,3,Yes,Happy,High,Family,No
49249,3331,44,Delhi,Evening,Weekday,Fast Food,Lunch,Budget,670,Yes,24,10,4,No,Happy,High,Friends,No
49250,3619,33,Chandigarh,Morning,Weekday,Fast Food,Dinner,Mid-range,445,No,66,4,1,No,Stressed,High,Alone,No
49251,4341,38,Chandigarh,Evening,Weekday,Biryani,Dinner,Budget,362,No,20,4,3,Yes,Happy,High,Partner,No
49252,4960,27,Bangalore,Night,Weekday,South Indian,Lunch,Mid-range,585,No,53,9,3,No,Happy,Medium,Alone,No
49253,4799,26,Hyderabad,Afternoon,Weekday,North Indian,Dinner,Mid-range,544,No,43,9,2,No,Stressed,High,Family,Yes
49254,3185,39,Hyderabad,Evening,Weekday,South Indian,Lunch,Premium,962,No,80,6,3,No,Stressed,Medium,Family,Yes
49255,3988,37,Delhi,Night,Weekday,Desserts,Dinner,Mid-range,607,Yes,51,14,4,Yes,Celebrating,Medium,Alone,No
49256,4185,21,Bangalore,Night,Weekend,North Indian,Dinner,Budget,781,Yes,46,5,3,Yes,Lazy,Medium,Alone,No
49257,3999,31,Hyderabad,Evening,Weekend,Biryani,Snacks,Mid-range,673,No,53,4,4,Yes,Celebrating,High,Alone,No
49258,3795,25,Hyderabad,Night,Weekday,Chinese,Dinner,Premium,639,Yes,90,14,3,Yes,Happy,Low,Alone,No
49259,3999,29,Mumbai,Morning,Weekend,Biryani,Dinner,Premium,991,No,82,11,2,No,Happy,High,Partner,No
49260,3698,29,Bangalore,Morning,Weekend,Desserts,Dinner,Budget,305,No,35,11,3,Yes,Celebrating,Low,Partner,No
49261,3803,37,Hyderabad,Morning,Weekend,North Indian,Lunch,Budget,255,No,20,1,4,No,Happy,Medium,Friends,No
49262,4852,24,Mumbai,Morning,Weekday,North Indian,Lunch,Budget,549,No,35,2,5,Yes,Happy,High,Partner,No
49263,3180,27,Mumbai,Morning,Weekday,South Indian,Breakfast,Mid-range,647,Yes,27,12,3,No,Happy,Low,Friends,No
49264,3734,36,Hyderabad,Night,Weekend,Desserts,Snacks,Premium,999,Yes,67,14,1,No,Stressed,Medium,Alone,Yes
49265,4769,32,Delhi,Night,Weekday,South Indian,Dinner,Mid-range,427,No,67,12,2,No,Stressed,Low,Friends,No
49266,1928,38,Mumbai,Afternoon,Weekday,Desserts,Lunch,Mid-range,655,Yes,77,9,4,Yes,Happy,Medium,Partner,No
49267,2718,30,Mumbai,Night,Weekend,Desserts,Dinner,Mid-range,999,No,63,11,1,No,Lazy,High,Alone,No
49268,2365,22,Bangalore,Evening,Weekday,Fast Food,Lunch,Mid-range,486,No,45,13,2,No,Lazy,Medium,Alone,No
49269,3837,29,Delhi,Afternoon,Weekend,Biryani,Lunch,Mid-range,398,No,52,6,3,No,Lazy,High,Family,Yes
49270,4931,42,Delhi,Evening,Weekday,Chinese,Lunch,Budget,546,No,36,6,4,Yes,Celebrating,High,Family,No
49271,1520,27,Mumbai,Evening,Weekday,Biryani,Snacks,Budget,164,Yes,48,9,4,Yes,Happy,Medium,Alone,Yes
49272,2625,28,Bangalore,Morning,Weekend,Biryani,Snacks,Mid-range,720,No,23,10,3,No,Celebrating,Medium,Alone,No
49273,2394,30,Bangalore,Night,Weekday,Chinese,Snacks,Budget,201,Yes,45,9,2,No,Stressed,Low,Alone,No
49274,3838,28,Bangalore,Evening,Weekday,North Indian,Lunch,Premium,445,No,64,11,2,No,Happy,High,Alone,No
49275,1652,41,Bangalore,Evening,Weekday,South Indian,Lunch,Mid-range,466,No,69,9,2,No,Stressed,Medium,Partner,Yes
49276,1940,36,Pune,Night,Weekday,North Indian,Snacks,Mid-range,972,Yes,67,12,3,No,Happy,High,Friends,Yes
49277,1189,34,Hyderabad,Night,Weekend,South Indian,Lunch,Premium,674,No,71,14,1,Yes,Celebrating,High,Friends,No
49278,1296,26,Mumbai,Afternoon,Weekday,South Indian,Lunch,Premium,999,Yes,57,13,5,Yes,Happy,High,Friends,No
49279,3950,37,Mumbai,Morning,Weekday,Chinese,Dinner,Mid-range,770,No,70,9,3,No,Celebrating,High,Friends,No
49280,2205,18,Mumbai,Afternoon,Weekday,North Indian,Snacks,Mid-range,498,Yes,43,6,4,No,Stressed,Medium,Friends,No
49281,3950,31,Delhi,Afternoon,Weekend,North Indian,Snacks,Budget,776,No,58,5,3,Yes,Happy,Medium,Friends,No
49282,1262,31,Delhi,Night,Weekday,North Indian,Dinner,Mid-range,999,No,56,14,3,Yes,Celebrating,Low,Family,No
49283,4286,33,Bangalore,Night,Weekend,Biryani,Dinner,Budget,175,No,20,1,5,Yes,Lazy,High,Alone,No
49284,2191,27,Hyderabad,Morning,Weekend,Fast Food,Snacks,Mid-range,406,No,71,4,5,Yes,Happy,High,Friends,No
49285,1894,26,Delhi,Night,Weekday,Biryani,Snacks,Premium,845,Yes,81,8,3,Yes,Happy,Medium,Alone,No
49286,1201,39,Chandigarh,Afternoon,Weekday,Desserts,Snacks,Budget,133,No,79,7,4,Yes,Lazy,High,Friends,Yes
49287,3004,33,Mumbai,Night,Weekday,Chinese,Snacks,Premium,999,No,45,13,1,No,Lazy,Medium,Friends,No
49288,1283,20,Mumbai,Morning,Weekday,Chinese,Lunch,Budget,463,Yes,42,5,4,No,Lazy,Medium,Alone,No
49289,4423,23,Pune,Afternoon,Weekday,Fast Food,Dinner,Budget,652,No,20,6,3,No,Stressed,High,Friends,No
49290,1846,34,Pune,Evening,Weekday,Chinese,Lunch,Mid-range,569,No,44,10,3,No,Stressed,Medium,Friends,No
49291,3496,25,Chandigarh,Evening,Weekday,North Indian,Dinner,Budget,548,No,20,3,3,Yes,Stressed,High,Alone,No
49292,1800,20,Pune,Afternoon,Weekday,North Indian,Dinner,Premium,999,No,99,14,1,No,Lazy,High,Friends,Yes
49293,4293,21,Hyderabad,Night,Weekend,Fast Food,Snacks,Mid-range,362,Yes,41,5,4,No,Lazy,Medium,Alone,No
49294,2976,19,Bangalore,Night,Weekday,Biryani,Lunch,Premium,688,No,67,14,2,No,Celebrating,High,Family,No
49295,2088,42,Bangalore,Morning,Weekend,Desserts,Dinner,Budget,429,No,49,10,3,No,Happy,Low,Partner,No
49296,2658,26,Mumbai,Evening,Weekday,South Indian,Breakfast,Budget,334,No,39,5,2,No,Happy,Low,Alone,No
49297,2680,30,Bangalore,Morning,Weekend,North Indian,Dinner,Mid-range,686,Yes,43,8,4,Yes,Happy,Medium,Friends,No
49298,3081,31,Pune,Afternoon,Weekday,Chinese,Lunch,Budget,601,No,43,2,1,No,Stressed,Medium,Partner,No
49299,3085,31,Chandigarh,Night,Weekday,Desserts,Dinner,Mid-range,829,No,45,3,4,No,Stressed,High,Partner,No
49300,2475,42,Hyderabad,Afternoon,Weekend,North Indian,Dinner,Budget,349,No,20,2,2,No,Stressed,Medium,Alone,No
49301,2617,28,Bangalore,Night,Weekend,Biryani,Lunch,Mid-range,727,Yes,48,13,3,No,Happy,Medium,Partner,No
49302,2957,40,Mumbai,Evening,Weekday,North Indian,Snacks,Premium,623,Yes,94,10,1,Yes,Stressed,Low,Family,No
49303,2687,21,Mumbai,Afternoon,Weekday,Chinese,Dinner,Budget,100,Yes,46,5,3,Yes,Stressed,Medium,Friends,Yes
49304,1090,28,Hyderabad,Night,Weekend,North Indian,Lunch,Budget,160,No,20,11,4,Yes,Happy,Medium,Partner,No
49305,4299,30,Pune,Evening,Weekday,Desserts,Snacks,Mid-range,886,Yes,51,6,4,Yes,Happy,Medium,Family,Yes
49306,2503,27,Bangalore,Evening,Weekend,North Indian,Lunch,Premium,893,No,81,10,1,No,Happy,Medium,Alone,No
49307,2974,29,Pune,Evening,Weekday,South Indian,Dinner,Premium,999,Yes,84,8,4,Yes,Happy,Medium,Family,No
49308,2737,30,Mumbai,Afternoon,Weekday,South Indian,Lunch,Mid-range,608,No,46,6,3,No,Stressed,Medium,Partner,No
49309,1465,36,Chandigarh,Evening,Weekend,South Indian,Breakfast,Budget,390,No,58,3,4,Yes,Lazy,Medium,Family,No
49310,4270,34,Bangalore,Morning,Weekday,North Indian,Dinner,Mid-range,390,Yes,43,7,3,Yes,Lazy,High,Partner,No
49311,2765,31,Chandigarh,Evening,Weekend,Desserts,Dinner,Mid-range,322,No,67,6,3,Yes,Stressed,Low,Alone,No
49312,4834,36,Hyderabad,Evening,Weekday,North Indian,Dinner,Premium,642,No,71,10,2,No,Lazy,Low,Partner,No
49313,1397,33,Bangalore,Morning,Weekday,Desserts,Dinner,Premium,979,No,50,6,5,Yes,Celebrating,Medium,Family,No
49314,4727,25,Mumbai,Night,Weekday,South Indian,Lunch,Premium,521,Yes,74,14,2,No,Stressed,High,Friends,No
49315,3774,19,Bangalore,Night,Weekday,Biryani,Snacks,Budget,100,Yes,52,10,4,Yes,Happy,High,Friends,Yes
49316,2431,23,Mumbai,Evening,Weekday,Biryani,Dinner,Budget,537,No,46,6,4,No,Happy,Medium,Partner,No
49317,1392,39,Delhi,Afternoon,Weekend,Biryani,Lunch,Premium,784,Yes,69,7,4,Yes,Lazy,Medium,Alone,No
49318,4589,40,Mumbai,Evening,Weekend,North Indian,Lunch,Mid-range,639,No,49,11,2,No,Lazy,High,Friends,No
49319,4943,27,Mumbai,Evening,Weekend,Fast Food,Dinner,Budget,728,Yes,46,8,4,Yes,Celebrating,High,Alone,No
49320,1187,27,Hyderabad,Evening,Weekday,Fast Food,Dinner,Mid-range,701,No,59,9,2,No,Stressed,Medium,Friends,No
49321,2116,21,Bangalore,Evening,Weekend,Fast Food,Dinner,Mid-range,815,No,53,10,2,No,Happy,Medium,Partner,Yes
49322,2819,25,Chandigarh,Evening,Weekday,Chinese,Snacks,Mid-range,356,No,48,8,4,Yes,Happy,Medium,Alone,No
49323,3607,24,Mumbai,Night,Weekend,North Indian,Lunch,Budget,505,No,20,8,3,No,Happy,High,Family,No
49324,1234,20,Bangalore,Night,Weekend,Biryani,Dinner,Budget,389,Yes,24,9,5,Yes,Celebrating,High,Alone,No
49325,3554,30,Mumbai,Evening,Weekday,Desserts,Snacks,Premium,899,No,60,14,1,No,Stressed,Low,Friends,Yes
49326,2402,22,Pune,Evening,Weekend,South Indian,Dinner,Premium,820,Yes,90,9,4,Yes,Happy,Medium,Friends,Yes
49327,1477,41,Pune,Evening,Weekend,Chinese,Lunch,Mid-range,252,No,54,10,2,No,Happy,Low,Alone,No
49328,3304,24,Pune,Morning,Weekend,South Indian,Lunch,Premium,774,No,94,12,1,No,Lazy,High,Friends,Yes
49329,1989,20,Pune,Afternoon,Weekday,Chinese,Lunch,Mid-range,999,No,49,9,2,No,Celebrating,Medium,Friends,No
49330,4864,27,Chandigarh,Afternoon,Weekend,Desserts,Dinner,Mid-range,306,Yes,81,10,3,No,Happy,Low,Friends,Yes
49331,4156,18,Hyderabad,Night,Weekday,North Indian,Dinner,Mid-range,459,Yes,37,10,4,Yes,Happy,High,Alone,No
49332,3049,31,Mumbai,Night,Weekday,Chinese,Dinner,Budget,106,No,37,11,1,No,Stressed,Medium,Family,No
49333,2311,29,Pune,Morning,Weekday,South Indian,Dinner,Mid-range,599,No,61,7,3,No,Stressed,High,Alone,No
49334,1220,24,Bangalore,Evening,Weekday,Fast Food,Lunch,Budget,279,No,20,3,3,No,Lazy,Low,Partner,No
49335,2999,31,Pune,Afternoon,Weekend,North Indian,Dinner,Mid-range,100,Yes,21,4,5,Yes,Lazy,High,Alone,No
49336,3548,26,Delhi,Afternoon,Weekday,Fast Food,Dinner,Budget,240,No,49,7,5,Yes,Celebrating,Medium,Alone,No
49337,3863,38,Delhi,Evening,Weekend,Biryani,Lunch,Premium,442,No,99,5,3,Yes,Lazy,Low,Alone,No
49338,3872,23,Hyderabad,Evening,Weekday,South Indian,Dinner,Premium,424,Yes,92,13,3,Yes,Happy,Medium,Friends,Yes
49339,4472,29,Chandigarh,Night,Weekend,North Indian,Dinner,Budget,444,No,60,14,3,Yes,Happy,Medium,Partner,Yes
49340,3990,32,Delhi,Afternoon,Weekday,Desserts,Dinner,Mid-range,744,No,48,13,2,No,Stressed,High,Friends,No
49341,3994,29,Bangalore,Evening,Weekday,South Indian,Lunch,Premium,663,No,45,9,2,No,Lazy,High,Alone,No
49342,2550,22,Pune,Evening,Weekday,Desserts,Dinner,Mid-range,458,No,36,14,1,No,Stressed,Low,Friends,Yes
49343,3862,44,Delhi,Night,Weekday,South Indian,Snacks,Mid-range,379,Yes,38,13,3,No,Lazy,Medium,Friends,Yes
49344,2307,41,Delhi,Evening,Weekday,Desserts,Dinner,Budget,234,No,26,8,2,No,Happy,High,Alone,No
49345,1449,44,Chandigarh,Afternoon,Weekday,Chinese,Lunch,Mid-range,316,No,39,10,2,Yes,Happy,Low,Partner,No
49346,4853,35,Delhi,Afternoon,Weekend,South Indian,Dinner,Premium,999,No,75,10,2,Yes,Happy,High,Alone,No
